Year,WheatType,State,Acre1000,YieldBu,Prod1000Bu,StemPer,LeafPer,StripePer
1940,All wheat,North Dakota,8025,11.6,92745,0,0,0
1940,All wheat,Ohio,1921,22,42262,1,1,0
1940,All wheat,Oklahoma,4020,14.5,58290,2.9,0,0
1940,All wheat,Pennsylvania,884,20,17675,0,0,0
1940,All wheat,South Dakota,2693,9.8,26261,0,0,0
1940,All wheat,Texas,3157,10.3,32517,1.7,0,0
1940,All wheat,Virginia,527,15.5,8168,3.5,0,0
1940,All wheat,Washington,2136,20.7,44180,0,0,0
1940,All wheat,West Virginia,118,15,1770,1,0,0
1940,All wheat,Wisconsin,83,19.3,1599,0.5,0,0
1940,All wheat,Wyoming,214,12,2568,0,0,0
1941,All wheat,Colorado,1368,18.3,25036,0.1,0,0
1941,All wheat,Illinois,1716,20,34320,2,4,0
1941,All wheat,Indiana,1476,23.5,34665,0,0,0
1941,All wheat,Iowa,181,12.9,2341,1,0,0
1941,All wheat,Kansas,11799,14.7,173332,0,5,0
1941,All wheat,Michigan,741,22,16286,0.3,0,0
1941,All wheat,Minnesota,1471,13.7,20104,0,2,0
1941,All wheat,Missouri,1336,13.5,18036,1.5,0,0
1941,All wheat,Montana,3703,18.4,68239,0,0,0
1941,All wheat,Nebraska,2354,15.4,36155,0,0,0
1941,All wheat,North Dakota,8155,17.3,140722,0,0,0
1941,All wheat,Ohio,1902,25,47553,0,0,0
1941,All wheat,Oklahoma,4502,10.7,48171,1,0,0
1941,All wheat,Pennsylvania,866,19.5,16878,0,0,0
1941,All wheat,South Dakota,2864,12.3,35358,1,0,0
1941,All wheat,Texas,2936,10.4,30534,2,0,0
1941,All wheat,Virginia,511,15,7665,0.75,0,0
1941,All wheat,Washington,2098,29.1,61142,0,0,0
1941,All wheat,West Virginia,105,16,1680,1,0,0
1941,All wheat,Wisconsin,79,16.8,1324,0.5,3,0
1941,All wheat,Wyoming,236,20.7,4894,0.5,0,0
1942,All wheat,Colorado,1237,22.2,27406,0,0.9,0
1942,All wheat,Illinois,981,13.1,12818,0,0,0
1942,All wheat,Indiana,1123,12.5,14052,0,7,0
1942,All wheat,Iowa,178,23.6,4192,0,0,0
1942,All wheat,Kansas,10374,19.3,202101,0,0,0
1942,All wheat,Michigan,681,22.5,15322,0,0,0
1942,All wheat,Minnesota,1112,20.8,23170,0,0,0
1942,All wheat,Missouri,695,13,9035,1,0,0
1942,All wheat,Montana,3267,21.4,69836,0,0,0
1942,All wheat,Nebraska,2947,23.7,69908,0,0,0
1942,All wheat,North Dakota,7321,19.6,143616,0,0,0
1942,All wheat,Ohio,1655,21,34756,0,1,0
1942,All wheat,Oklahoma,3737,16,59792,0,0,0
1942,All wheat,Pennsylvania,803,19,15248,0,0,0
1942,All wheat,South Dakota,2630,16.4,43174,0,0,0
1942,All wheat,Texas,3230,16.5,53295,0,0,0
1942,All wheat,Virginia,460,16,7360,10,1,0
1942,All wheat,Washington,1777,31,55148,0,0,0
1942,All wheat,West Virginia,94,16,1504,5,0,0
1942,All wheat,Wisconsin,78,21,1638,0,0.5,0
1942,All wheat,Wyoming,226,20.1,4544,0,0,0
1943,All wheat,Colorado,1410,22.4,31616,0,0,0
1943,All wheat,Illinois,1028,16.5,16986,1,0,0
1943,All wheat,Indiana,955,16,15274,0,0,0
1943,All wheat,Iowa,129,19.3,2494,3,0,0
1943,All wheat,Kansas,10159,14.2,144241,0,0,0
1943,All wheat,Michigan,673,17,11417,1,3,0
1943,All wheat,Minnesota,1102,16.2,17896,0,0,0
1943,All wheat,Missouri,931,13,12103,0,0,0
1943,All wheat,Montana,3626,22.1,80028,0,0,0
1943,All wheat,Nebraska,2948,20.8,61244,0,0,0
1943,All wheat,North Dakota,8326,18.2,151387,0,0,0
1943,All wheat,Ohio,1523,16.5,25129,2,1,0
1943,All wheat,Oklahoma,3588,9.5,34086,0,0,0
1943,All wheat,Pennsylvania,784,17,13329,0,0,0
1943,All wheat,South Dakota,2889,10.5,30366,0,0,0
1943,All wheat,Texas,3746,11,41206,0,0,0
1943,All wheat,Virginia,437,13,5681,10,0,0
1943,All wheat,Washington,1970,26.2,51652,0,0,0
1943,All wheat,West Virginia,78,13.5,1053,12,7,0
1943,All wheat,Wisconsin,69,18.8,1296,1.5,5,0
1943,All wheat,Wyoming,242,19.3,4662,1,0,0
1944,All wheat,Colorado,1256,14.2,17794,13,0,0
1944,All wheat,Illinois,1247,19.5,24320,1.5,0,0
1944,All wheat,Indiana,1266,20.2,25568,0,1,0
1944,All wheat,Iowa,120,15.9,1912,3,0,0
1944,All wheat,Kansas,11377,16.5,187700,4,0,0
1944,All wheat,Michigan,987,24,23670,0,0,0
1944,All wheat,Minnesota,1214,16.5,20090,0,0,0
1944,All wheat,Missouri,1207,16.3,19674,0,0,0
1944,All wheat,Montana,4019,18.8,75497,0,0,0
1944,All wheat,Nebraska,2675,12.6,33762,20,0,0
1944,All wheat,North Dakota,9856,15.9,156321,0,0,0
1944,All wheat,Ohio,1918,22.7,43539,0,0,0
1944,All wheat,Oklahoma,5095,16.7,85086,2,0,0
1944,All wheat,Pennsylvania,914,21.4,19560,0,0,0
1944,All wheat,South Dakota,3070,12.1,37278,8,0,0
1944,All wheat,Texas,4458,18.5,82473,1,0,0
1944,All wheat,Virginia,516,19.2,9907,2.5,4,0
1944,All wheat,Washington,2338,26.8,62673,0,0,0
1944,All wheat,West Virginia,87,18.6,1618,3,4,0
1944,All wheat,Wisconsin,67,19.5,1308,1,1,0
1944,All wheat,Wyoming,215,13.1,2811,12,0,0
1945,All wheat,Colorado,1560,22.3,34768,0,0,0
1945,All wheat,Illinois,1339,18.5,24817,1,13,0
1945,All wheat,Indiana,1555,22.5,34980,0,12,0
1945,All wheat,Iowa,140,19,2660,0,0,0
1945,All wheat,Kansas,13416,15.5,207939,0,8,0
1945,All wheat,Michigan,1026,27,27688,0.5,0,0
1945,All wheat,Minnesota,1100,19.3,21246,0,0,0
1945,All wheat,Missouri,1304,14,18256,0,10,0
1945,All wheat,Montana,3777,15.1,57145,0,0,0
1945,All wheat,Nebraska,3596,22.9,82358,0,0,0
1945,All wheat,North Dakota,9855,15.7,154568,0,0,0
1945,All wheat,Ohio,2129,27,57483,1,1,0
1945,All wheat,Oklahoma,5910,12.5,73875,0,15,0
1945,All wheat,Pennsylvania,932,21.5,20038,0.8,17,0
1945,All wheat,South Dakota,3201,15.5,49656,0,0,0
1945,All wheat,Texas,5350,9,48150,0,0,0
1945,All wheat,Virginia,485,15.5,7518,5,8,0
1945,All wheat,Washington,2524,24.4,61512,0,0,0
1945,All wheat,West Virginia,87,18.5,1610,5,1,0
1945,All wheat,Wisconsin,60,26.3,1576,0,2,0
1945,All wheat,Wyoming,244,18.2,4431,0.3,0,0
1946,All wheat,Colorado,2004,18.9,37776,0,0,0
1946,All wheat,Illinois,1207,16,19361,0.2,17,0
1946,All wheat,Indiana,1366,21.5,29369,0,0,0
1946,All wheat,Iowa,185,23.4,4355,0,0,0
1946,All wheat,Kansas,13147,16.2,212977,0,2,0
1946,All wheat,Michigan,864,26.5,22896,0,0,0
1946,All wheat,Minnesota,1391,19.5,27080,0,0,0
1946,All wheat,Missouri,1213,15,18195,0,0,0
1946,All wheat,Montana,4133,15.2,62888,0,0,0
1946,All wheat,Nebraska,3954,22.9,90677,0,0,0
1946,All wheat,North Dakota,10192,13.7,139824,0,0,0
1946,All wheat,Ohio,1831,26.5,48522,0,0,0
1946,All wheat,Oklahoma,6087,14.5,88262,0,0,0
1946,All wheat,Pennsylvania,885,22.5,19912,3.5,10,0
1946,All wheat,South Dakota,3588,14.8,53197,0,0,0
1946,All wheat,Texas,5992,10.5,62916,0,0,0
1946,All wheat,Virginia,432,18.5,7992,5,0,0
1946,All wheat,Washington,2642,29.5,77965,0,0,0
1946,All wheat,West Virginia,77,19,1463,5,0,0
1946,All wheat,Wisconsin,93,25.2,2340,0,0,0
1946,All wheat,Wyoming,281,24.3,6832,0,0,0
1947,All wheat,Colorado,2523,23.4,59052,0,0,0
1947,All wheat,Illinois,1347,21,28311,0,9.9,0
1947,All wheat,Indiana,1571,23,36133,0,0,0
1947,All wheat,Iowa,201,17.9,3607,0,0,0
1947,All wheat,Kansas,14855,19.3,286702,0,0,0
1947,All wheat,Michigan,1192,25,29800,0,0,0
1947,All wheat,Minnesota,1169,17.7,20633,0,4,0
1947,All wheat,Missouri,1321,18.5,24438,0,0,0
1947,All wheat,Montana,4427,14.8,65346,0,0,0
1947,All wheat,Nebraska,4434,20.9,92757,2.5,0,0
1947,All wheat,North Dakota,10263,14.3,146383,0,0,0
1947,All wheat,Ohio,2179,22.5,49028,0,0,0
1947,All wheat,Oklahoma,6696,15.5,103788,0,0,0
1947,All wheat,Pennsylvania,929,24,22296,0.33,8,0
1947,All wheat,South Dakota,3703,14.5,53268,1,0,0
1947,All wheat,Texas,7310,17,124270,0,0,0
1947,All wheat,Virginia,458,17.5,8015,3,0,0
1947,All wheat,Washington,2719,23.8,64750,0,0,0
1947,All wheat,West Virginia,82,19.5,1599,3,0,0
1947,All wheat,Wisconsin,114,25.7,2926,0,0,0
1947,All wheat,Wyoming,326,20.2,6592,0.5,0,0
1948,All wheat,Colorado,3074,21,64605,0,0,0
1948,All wheat,Illinois,1710,22.5,38497,4,17,0
1948,All wheat,Indiana,1775,21.5,38162,3,1,0
1948,All wheat,Iowa,318,23.3,7393,0,1,0
1948,All wheat,Kansas,13221,17.5,231368,0,0,0
1948,All wheat,Michigan,1395,26,36270,0.5,0,0
1948,All wheat,Minnesota,1051,17.5,18352,0,0,0
1948,All wheat,Missouri,1598,21,33558,0,0,0
1948,All wheat,Montana,4875,19.2,93718,0,0,0
1948,All wheat,Nebraska,4275,20.4,87111,0,0,0
1948,All wheat,North Dakota,9771,14.4,140234,0,0,0
1948,All wheat,Ohio,2353,24.5,57648,0.5,1,0
1948,All wheat,Oklahoma,6696,14.5,97092,0.5,0,0
1948,All wheat,Pennsylvania,966,19,18354,7,0,0
1948,All wheat,South Dakota,3843,13.1,50342,0,0,0
1948,All wheat,Texas,5629,10.5,59104,0,0,0
1948,All wheat,Virginia,449,18.5,8306,2,6,0
1948,All wheat,Washington,2766,28.7,77268,0,1,0
1948,All wheat,West Virginia,82,18.5,1517,3,0,0
1948,All wheat,Wisconsin,123,23.6,2906,0,0,0
1948,All wheat,Wyoming,342,19.4,6650,0,0,0
1949,All wheat,Colorado,2838,16.3,46164,0,0,0
1949,All wheat,Illinois,1913,23,43995,0,10,0
1949,All wheat,Indiana,1722,22,37884,0,0,0
1949,All wheat,Iowa,384,18.8,7212,0,4,0
1949,All wheat,Kansas,14279,11,157069,0,10,0
1949,All wheat,Michigan,1297,26.5,34370,0,0,0
1949,All wheat,Minnesota,1285,15.1,19380,0,2,0
1949,All wheat,Missouri,1678,17.5,29365,0,0,0
1949,All wheat,Montana,5316,11.5,61189,0,0,0
1949,All wheat,Nebraska,4165,14,58213,0,0,0
1949,All wheat,North Dakota,10552,10.6,112357,0,0,0
1949,All wheat,Ohio,2353,25,58825,0,2,0
1949,All wheat,Oklahoma,6629,12.8,84851,1,0,0
1949,All wheat,Pennsylvania,908,23,20884,0,12,0
1949,All wheat,South Dakota,4079,8,32653,0,0,0
1949,All wheat,Texas,6415,14,89838,4.8,11.1,0
1949,All wheat,Virginia,400,18.5,7400,2,4,0
1949,All wheat,Washington,2758,21.8,60146,0,0,0
1949,All wheat,West Virginia,68,19,1292,2,0,0
1949,All wheat,Wisconsin,112,22.5,2520,0,0,0
1949,All wheat,Wyoming,369,18.7,6885,0,0,0
1950,All wheat,Colorado,2314,16,36909,0,0,0
1950,All wheat,Illinois,1417,19.5,27632,1.5,12,0
1950,All wheat,Indiana,1533,21,32193,0,0,0
1950,All wheat,Iowa,250,21.8,5454,0.5,2,0
1950,All wheat,Kansas,12280,14.5,178060,0,0,0
1950,All wheat,Michigan,1141,26,29666,0.3,0,0
1950,All wheat,Minnesota,927,16.7,15512,0,0,0
1950,All wheat,Missouri,1359,17.5,23782,0,0.5,0
1950,All wheat,Montana,4953,18.5,91434,0,0,0
1950,All wheat,Nebraska,4051,21.8,88482,0,0,0
1950,All wheat,North Dakota,8942,13.9,123986,8.2,0,0
1950,All wheat,Ohio,2118,22,46596,0,0,0
1950,All wheat,Oklahoma,4707,9,46363,0,0,0
1950,All wheat,Pennsylvania,863,22,18986,0,12,0
1950,All wheat,South Dakota,3359,10,33488,1,0,0
1950,All wheat,Texas,2374,8,18992,0,0,0
1950,All wheat,Virginia,376,18,6768,2,0,0
1950,All wheat,Washington,2621,26.6,69692,0,0,0
1950,All wheat,West Virginia,66,18.5,1221,2,0,0
1950,All wheat,Wisconsin,88,24.2,2132,0,0,0
1950,All wheat,Wyoming,348,18.3,6378,0,0,0
1951,All wheat,Colorado,2659,14,37334,0,0,0
1951,All wheat,Illinois,1757,19,33383,0,0,0
1951,All wheat,Indiana,1426,16.5,23529,0,0,0
1951,All wheat,Iowa,145,10.3,1489,0,0,0
1951,All wheat,Kansas,9701,13,126113,0,2,0
1951,All wheat,Michigan,1232,25,30800,0,0,0
1951,All wheat,Minnesota,1076,18.6,20022,0,0,0
1951,All wheat,Missouri,1315,17,22406,0,0,0
1951,All wheat,Montana,5910,16.1,95033,0,0,0
1951,All wheat,Nebraska,4005,14.5,58073,0,0,0
1951,All wheat,North Dakota,10485,13.9,145732,0,0,0
1951,All wheat,Ohio,1906,18,34308,0,0,0
1951,All wheat,Oklahoma,4905,9.5,38902,0,0,0
1951,All wheat,Pennsylvania,837,22.5,18832,0,5,0
1951,All wheat,South Dakota,3893,14.9,58044,0,0,0
1951,All wheat,Texas,1994,9,17946,0,0,0
1951,All wheat,Virginia,368,21,7728,1,0,0
1951,All wheat,Washington,2774,27.5,76224,0,0,0
1951,All wheat,West Virginia,58,18.5,1073,1,0,0
1951,All wheat,Wisconsin,81,23.4,1895,0,0,0
1951,All wheat,Wyoming,375,18,6750,0,0,0
1952,All wheat,Colorado,3305,17.6,58162,0,0,0
1952,All wheat,Illinois,1845,23,42435,0.5,8,0
1952,All wheat,Indiana,1540,24,36960,0.5,2,0
1952,All wheat,Iowa,155,21.5,3329,0.5,0,0
1952,All wheat,Kansas,14649,21,307629,0,1,0
1952,All wheat,Michigan,1429,25.5,36440,0,0,0
1952,All wheat,Minnesota,1155,14.7,16998,2.3,0,0
1952,All wheat,Missouri,1252,22,27544,0.5,0,0
1952,All wheat,Montana,5772,14.6,84133,0,0,0
1952,All wheat,Nebraska,4390,22.4,98367,0,0,0
1952,All wheat,North Dakota,9854,10.2,100359,5.6,0,0
1952,All wheat,Ohio,2249,24.5,55100,0,0,0
1952,All wheat,Oklahoma,5840,18.5,108040,0,10,0
1952,All wheat,Pennsylvania,845,22.5,19012,0.5,0,0
1952,All wheat,South Dakota,3898,8.2,32049,5.3,0,0
1952,All wheat,Texas,3011,12,36132,0,0,0
1952,All wheat,Virginia,383,21.5,8234,3,0,0
1952,All wheat,Washington,2889,27.9,80541,0,0,0
1952,All wheat,West Virginia,56,21,1176,2,0,0
1952,All wheat,Wisconsin,78,24.7,1929,1,0,0
1952,All wheat,Wyoming,405,16.3,6602,0,0,0
1953,All wheat,Colorado,2813,15.6,43875,0.6,0,0
1953,All wheat,Illinois,2122,28,59416,0.3,0,0
1953,All wheat,Indiana,1648,28,46144,1,0,0
1953,All wheat,Iowa,137,20.4,2791,6,1,0
1953,All wheat,Kansas,11573,12.5,144662,1.5,0,0
1953,All wheat,Michigan,1515,29,43935,0,0,0
1953,All wheat,Minnesota,997,16.2,16171,13.4,0,0
1953,All wheat,Missouri,1578,26,41028,2,0,0
1953,All wheat,Montana,5969,19.1,114232,3,0,0
1953,All wheat,Nebraska,3856,22.3,85980,2,0,0
1953,All wheat,North Dakota,9843,9.9,97304,37.7,0,0
1953,All wheat,Ohio,2384,28.5,67944,1,0,0
1953,All wheat,Oklahoma,5898,12,70776,1,0,0
1953,All wheat,Pennsylvania,862,24,20688,0.2,5,0
1953,All wheat,South Dakota,3561,9.2,32717,35.2,0,0
1953,All wheat,Texas,2710,9,24390,0,0,0
1953,All wheat,Virginia,368,21,7728,2,0,0
1953,All wheat,Washington,2939,28.6,84150,0,0,0
1953,All wheat,West Virginia,59,21.5,1268,2,0,0
1953,All wheat,Wisconsin,74,23.1,1712,2.9,0,0
1953,All wheat,Wyoming,413,16.5,6823,3.2,0,0
1954,All wheat,Colorado,1740,10.7,18608,0,0,0
1954,All wheat,Illinois,1592,30,47760,0.04,0,0
1954,All wheat,Indiana,1318,30.5,40199,0.5,5,0
1954,All wheat,Iowa,110,19.4,2135,15,0,0
1954,All wheat,Kansas,10069,17.5,176208,3,2.5,0
1954,All wheat,Michigan,1030,29,29870,0,0,0
1954,All wheat,Minnesota,726,14.3,10399,18,0,0
1954,All wheat,Missouri,1373,30,41190,1,0,0
1954,All wheat,Montana,4713,17.6,82865,2,0,0
1954,All wheat,Nebraska,3060,19.5,59670,5,0,0
1954,All wheat,North Dakota,7702,9,69155,42.9,0,0
1954,All wheat,Ohio,1740,27,46980,2,0,0
1954,All wheat,Oklahoma,4718,15,70770,2,0,0
1954,All wheat,Pennsylvania,690,28,19320,0.2,1,0
1954,All wheat,South Dakota,2705,10,27105,21,0,0
1954,All wheat,Texas,3279,10,32790,0,4,0
1954,All wheat,Virginia,283,25,7075,3,0,0
1954,All wheat,Washington,2234,32.2,72011,0,0,0
1954,All wheat,West Virginia,46,25,1150,2.5,0,0
1954,All wheat,Wisconsin,64,25.3,1617,1.2,0,0
1954,All wheat,Wyoming,252,11.7,2946,0,0,0
1955,All wheat,Colorado,1299,13.6,17712,0,0,0
1955,All wheat,Illinois,1576,33,52008,0.8,0,0
1955,All wheat,Indiana,1186,29,34394,0.5,3,0
1955,All wheat,Iowa,115,33.2,3822,0,0,0
1955,All wheat,Kansas,8559,15,128385,1,2.5,0
1955,All wheat,Michigan,948,29.5,27966,0,0,0
1955,All wheat,Minnesota,634,19.2,12186,2.4,0,0
1955,All wheat,Missouri,1551,32,49632,0,0,0
1955,All wheat,Montana,4628,23.6,109350,0,0,0
1955,All wheat,Nebraska,3121,25,78025,0,2.5,0
1955,All wheat,North Dakota,7212,15,109336,8,0,0
1955,All wheat,Ohio,1496,29,43384,1,2,0
1955,All wheat,Oklahoma,3020,8,24160,0,4,0
1955,All wheat,Pennsylvania,614,27,16578,0,8,0
1955,All wheat,South Dakota,2400,11.4,27360,5.2,0,0
1955,All wheat,Texas,1508,9.5,14326,0,0,0
1955,All wheat,Virginia,255,25.5,6502,1,0,0
1955,All wheat,Washington,1998,27.9,55832,0,0,0
1955,All wheat,West Virginia,40,23,920,1,0,0
1955,All wheat,Wisconsin,51,25.5,1298,0.5,0,0
1955,All wheat,Wyoming,277,18.8,5200,0,0,0
1956,All wheat,Colorado,1578,11.2,17652,0,0,0
1956,All wheat,Illinois,1623,37.5,60862,1,0,0
1956,All wheat,Indiana,1186,30.5,36173,0.5,0,0
1956,All wheat,Iowa,131,19.8,2592,0,0,0
1956,All wheat,Kansas,9244,15.5,143282,0,0,0
1956,All wheat,Michigan,1043,30,31290,0.5,0,0
1956,All wheat,Minnesota,727,23.7,17218,0,0,0
1956,All wheat,Missouri,1660,30,49800,0,0,0
1956,All wheat,Montana,4780,18.2,86983,0,0,0
1956,All wheat,Nebraska,3531,19.5,64506,0,0,0
1956,All wheat,North Dakota,6889,17.2,118824,0.3,0,0
1956,All wheat,Ohio,1496,26,38896,1,2,0
1956,All wheat,Oklahoma,4198,16.5,69267,0,0,0
1956,All wheat,Pennsylvania,577,27.5,15868,0,7,0
1956,All wheat,South Dakota,1711,9.7,16537,0,0,0
1956,All wheat,Texas,2111,12.5,26388,0,0,0
1956,All wheat,Virginia,268,27,7236,2.5,0,0
1956,All wheat,Washington,2028,29.5,58826,0,0,0
1956,All wheat,West Virginia,37,24,888,1.5,0,0
1956,All wheat,Wisconsin,54,26.7,1440,0,0,0
1956,All wheat,Wyoming,283,18.2,5145,0,0,0
1957,All wheat,Colorado,1488,24.5,36522,0.5,0,0
1957,All wheat,Illinois,1737,21,36477,0,0,0
1957,All wheat,Indiana,1281,25.5,32666,0,3,0
1957,All wheat,Iowa,156,27.6,4312,0,5,0
1957,All wheat,Kansas,5269,19,100111,3,10,0
1957,All wheat,Michigan,991,29,28739,0,0,0
1957,All wheat,Minnesota,699,22.6,15780,0,0.9,0
1957,All wheat,Missouri,1643,23,37789,0,10,0
1957,All wheat,Montana,4235,19.8,83815,0,0,0
1957,All wheat,Nebraska,2911,27,78597,2,0,0
1957,All wheat,North Dakota,6353,18.8,119227,0,0,0
1957,All wheat,Ohio,1436,22,31592,1,2,0
1957,All wheat,Oklahoma,3442,12.5,43025,1,0,0
1957,All wheat,Pennsylvania,548,27,14796,0,5,0
1957,All wheat,South Dakota,1978,20.2,40037,1,0,0
1957,All wheat,Texas,2322,14.5,33669,1,3.9,0
1957,All wheat,Virginia,249,19,4731,1,0,0
1957,All wheat,Washington,1897,37.4,71016,0,0,0
1957,All wheat,West Virginia,29,21,609,1,0,0
1957,All wheat,Wisconsin,51,25.5,1300,0,1.1,0
1957,All wheat,Wyoming,288,22.1,6376,0,0,0
1958,All wheat,Colorado,2648,25.4,67205,0,0,0
1958,All wheat,Illinois,1694,31.5,53361,0,0,0
1958,All wheat,Indiana,1281,32,40992,0,0,0
1958,All wheat,Iowa,167,31.7,5288,0,0,0
1958,All wheat,Kansas,10433,23.5,297340,0,0.5,0
1958,All wheat,Michigan,1090,38,41420,0,0,0
1958,All wheat,Minnesota,806,31.4,25345,0,0,0
1958,All wheat,Missouri,1446,28,40488,0,0,0
1958,All wheat,Montana,4360,23.4,101882,0,0,0
1958,All wheat,Nebraska,3435,33,113355,0,0,0
1958,All wheat,North Dakota,6374,23.1,147372,0,0,0
1958,All wheat,Ohio,1436,31,44516,0,1,0
1958,All wheat,Oklahoma,4440,26,115440,0,6,0
1958,All wheat,Oregon,821,34.3,28147,2.2,0,0
1958,All wheat,Pennsylvania,564,30,16920,0,7,0
1958,All wheat,South Dakota,2332,23.9,55722,0,0,0
1958,All wheat,Texas,3228,21.5,69402,0,2.7,0
1958,All wheat,Virginia,237,26,6162,1,1,0
1958,All wheat,Washington,2005,34.9,69975,0.3,0,0
1958,All wheat,West Virginia,27,26,702,1,1,0
1958,All wheat,Wisconsin,58,35.7,2071,0,0,0
1958,All wheat,Wyoming,300,27.1,8120,0,0,0
1959,All wheat,Colorado,2475,22,54562,0,0,0
1959,All wheat,Illinois,1660,26,43160,0.4,0,0
1959,All wheat,Indiana,1217,26,31642,0,0,0
1959,All wheat,Iowa,165,20.1,3317,1,3,0
1959,All wheat,Kansas,10329,20.5,211744,0,10,0
1959,All wheat,Michigan,1112,32,35584,1,0,0
1959,All wheat,Minnesota,970,22.9,22252,0,1,0
1959,All wheat,Missouri,1518,25,37950,1.5,3,0
1959,All wheat,Montana,3966,19.7,77974,0,0,0
1959,All wheat,Nebraska,3092,22,68024,5.4,2,0
1959,All wheat,North Dakota,6503,15,97636,0,0,0
1959,All wheat,Ohio,1264,24.5,30968,0.5,1,0
1959,All wheat,Oklahoma,4529,20,90580,0,10,0
1959,All wheat,Oregon,814,35,28464,0,0,0
1959,All wheat,Pennsylvania,530,26.5,14045,0,6,0
1959,All wheat,South Dakota,1972,9.2,18204,0,0,0
1959,All wheat,Texas,3228,17,54876,0,0,0
1959,All wheat,Virginia,270,23.5,6345,1,1,0
1959,All wheat,Washington,2000,38.4,76807,0,0,10
1959,All wheat,West Virginia,25,23,575,1,1,0
1959,All wheat,Wisconsin,62,30.8,1907,0,0,0
1959,All wheat,Wyoming,261,21.1,5517,0,0,0
1960,All wheat,Colorado,2452,27,66121,0,1,0
1960,All wheat,Illinois,1627,29,47183,0,0.5,0
1960,All wheat,Indiana,1280,33,42240,0,0,0
1960,All wheat,Iowa,121,24.7,2985,0,0,0
1960,All wheat,Kansas,10380,28,290640,2,1,0
1960,All wheat,Michigan,1144,31,35464,0,0.5,0
1960,All wheat,Minnesota,967,27.4,26543,0,0,0
1960,All wheat,Missouri,1321,28.5,37648,1.5,0,0
1960,All wheat,Montana,4118,19.3,79517,0,0,0
1960,All wheat,Nebraska,3011,28.5,85712,5,0.5,0
1960,All wheat,North Dakota,6440,19.8,127500,0,0,0
1960,All wheat,Ohio,1500,35,52500,0,0,0
1960,All wheat,Oklahoma,4756,25.5,121278,0,1,0
1960,All wheat,Oregon,802,33.1,26542,0,0,0
1960,All wheat,Pennsylvania,535,29.5,15782,0,6,0
1960,All wheat,South Dakota,2373,19.5,46156,0.4,0,0
1960,All wheat,Texas,3899,22.5,87728,0,0,0
1960,All wheat,Virginia,256,26,6656,1,0,0
1960,All wheat,Washington,1949,33.4,65102,0,0,25
1960,All wheat,West Virginia,27,28,756,1,0,0
1960,All wheat,Wisconsin,55,30,1650,0,0,0
1960,All wheat,Wyoming,246,22.5,5541,0,0,0
1961,All wheat,Colorado,2459,23,56557,1.5,1,0
1961,All wheat,Illinois,1703,36,61308,1.5,2.5,0
1961,All wheat,Indiana,1290,35,45150,0,0,0
1961,All wheat,Iowa,115,26.2,3008,5,7,0
1961,All wheat,Kansas,10329,26.5,273718,7,1,0
1961,All wheat,Michigan,1111,36,39996,0.3,0,0
1961,All wheat,Minnesota,1022,24,24560,0,0,0
1961,All wheat,Missouri,1413,30.5,43096,0.5,0,0
1961,All wheat,Montana,3679,14.7,54048,0,0,0
1961,All wheat,Nebraska,3220,24.5,78807,15,0,0
1961,All wheat,North Dakota,5756,11.9,68438,0,0,0
1961,All wheat,Ohio,1457,31,45167,0.7,0.5,0
1961,All wheat,Oklahoma,4618,24,110832,2,4,0
1961,All wheat,Oregon,796,25.9,20602,0,0,0
1961,All wheat,Pennsylvania,524,30,15720,0.25,5,0
1961,All wheat,South Dakota,2260,14.4,32545,1.6,2,0
1961,All wheat,Texas,3690,23,84870,0,0.25,0
1961,All wheat,Virginia,248,27.5,6820,1,0,0
1961,All wheat,Washington,1974,28,55272,0,0,30
1961,All wheat,West Virginia,25,24,600,1,0,0
1961,All wheat,Wisconsin,58,34.5,2018,0.6,0,0
1961,All wheat,Wyoming,229,20.5,4705,1,0.5,0
1962,All wheat,Colorado,1899,19.1,36207,1,0.5,0
1962,All wheat,Illinois,1522,32.5,49465,3,4,0
1962,All wheat,Indiana,1096,35.5,38908,0,0,0
1962,All wheat,Iowa,88,25.3,2223,17,8,0
1962,All wheat,Kansas,8986,23.5,211171,4,0,0
1962,All wheat,Michigan,922,32.5,29965,0.5,0,0
1962,All wheat,Minnesota,731,24.6,17982,0.02,6.7,0
1962,All wheat,Missouri,976,27,26352,0,0,0
1962,All wheat,Montana,3465,22.6,78297,5,0,0
1962,All wheat,Nebraska,2760,19.5,53820,30,0,0
1962,All wheat,North Dakota,5519,28.7,158395,0.7,3.2,0
1962,All wheat,Ohio,1207,32,38688,0,0,0
1962,All wheat,Oklahoma,3787,19,71953,0,0,0
1962,All wheat,Oregon,687,36.8,25264,0,0,0
1962,All wheat,Pennsylvania,451,28,12628,0,2.5,0
1962,All wheat,South Dakota,1721,17.3,29773,26.3,7.6,0
1962,All wheat,Texas,2731,16,43696,0,2,0
1962,All wheat,Virginia,179,23,4117,1,0,0
1962,All wheat,Washington,1697,39.4,66862,0,0,0
1962,All wheat,West Virginia,18,24,432,1,0,0
1962,All wheat,Wisconsin,48,35.2,1690,0.2,0,0
1962,All wheat,Wyoming,213,21.4,4558,6,4,0
1963,All wheat,Colorado,1697,13.1,22261,0,0,0
1963,All wheat,Illinois,1737,40,69480,0,1,0
1963,All wheat,Indiana,1330,41,54530,0,0,0
1963,All wheat,Iowa,105,27.6,2928,0,3,0
1963,All wheat,Kansas,8627,21.5,185480,0,0,0
